char,unicode,standard_rank,block_reason,resolution_class,next_required_action,approved_radical,approved_strokes,approved_agent_structure,approved_agent_struct_type,source_model_presence,current_index_recoverable,decoded_current_index,decoded_ext,write_status,database_status
沚,U+6C9A,3772,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1690,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
沨,U+6CA8,3777,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1704,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
陇,U+9647,3802,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,7,左右,3,present,True,71,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
陀,U+9640,3803,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,7,左右,3,present,True,64,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
陂,U+9642,3804,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,7,左右,3,present,True,66,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
陉,U+9649,3805,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,7,左右,3,present,True,73,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邵,U+90B5,3816,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,7,左右,3,present,True,693,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邰,U+90B0,3820,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,7,左右,3,present,True,688,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玭,U+73AD,3828,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1453,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玠,U+73A0,3829,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1440,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玥,U+73A5,3831,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1445,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玦,U+73A6,3832,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1446,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
拤,U+62E4,3838,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1252,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
拃,U+62C3,3844,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1219,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㧟,U+39DF,3848,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
茓,U+8313,3869,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1299,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
杻,U+677B,3883,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,379,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郏,U+90CF,3892,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,8,左右,3,present,True,719,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郅,U+90C5,3894,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,8,左右,3,present,True,709,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
旻,U+65FB,3905,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,2043,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邾,U+90BE,3945,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,8,左右,3,present,True,702,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郄,U+90C4,3972,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,8,左右,3,present,True,708,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䏝,U+43DD,3978,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郇,U+90C7,3984,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,8,左右,3,present,True,711,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬉼,U+2C27C,4004,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
炘,U+7098,4006,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,664,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㤘,U+3918,4031,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郓,U+90D3,4045,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,8,左右,3,present,True,723,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
陔,U+9654,4063,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,8,左右,3,present,True,84,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
垱,U+57B1,4101,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,433,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郝,U+90DD,4103,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,9,左右,3,present,True,733,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
挦,U+6326,4106,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1318,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
柈,U+67C8,4157,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,456,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郦,U+90E6,4163,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,9,左右,3,present,True,742,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𠳐,U+20CD0,4190,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郢,U+90E2,4191,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,9,左右,3,present,True,738,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
眊,U+770A,4193,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,266,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郧,U+90E7,4217,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,9,左右,3,present,True,743,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
峣,U+5CE3,4231,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1763,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郜,U+90DC,4250,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,9,左右,3,present,True,732,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郗,U+90D7,4273,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,9,左右,3,present,True,727,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郤,U+90E4,4275,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,9,左右,3,present,True,740,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郛,U+90DB,4277,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,9,左右,3,present,True,731,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
竑,U+7AD1,4313,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1233,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
闿,U+95FF,4318,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上三包,9,present,True,2047,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
羑,U+7F91,4320,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,401,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浕,U+6D55,4347,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1877,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郡,U+90E1,4375,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,9,左右,3,present,True,737,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
牁,U+7241,4378,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1089,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
陛,U+965B,4380,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,9,左右,3,present,True,91,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
陟,U+965F,4381,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,9,左右,3,present,True,95,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
珰,U+73F0,4404,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1520,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
珣,U+73E3,4407,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1507,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
琤,U+7424,4409,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1572,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郴,U+90F4,4449,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,10,左右,3,present,True,756,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
