char,unicode,standard_rank,status,block_reason,block_detail,approved_agent_structure,approved_agent_struct_type,implementation_queue,required_before_source_write,human_decision_id,source_table_write_status,database_rebuild_status
隋,U+968B,2474,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
随,U+968F,2476,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
隅,U+9685,2478,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
隆,U+9686,2479,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
隐,U+9690,2480,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
隔,U+9694,2805,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
隙,U+9699,2806,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
隘,U+9698,2807,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鄙,U+9119,2903,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
障,U+969C,3038,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
隧,U+96A7,3182,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
乜,U+4E5C,3502,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,stroke/component-like label; no conservative radical assignment in this phase.,镶嵌,12,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
兀,U+5140,3503,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,component-like label; ambiguous against 儿 in this evidence layer.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
孑,U+5B51,3505,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,no conservative mapping rule in this phase,独体字,0,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
毋,U+6BCB,3527,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,no conservative mapping rule in this phase,独体字,0,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邗,U+9097,3528,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邛,U+909B,3529,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
匜,U+531C,3536,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左三包,7,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邝,U+909D,3551,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邙,U+9099,3552,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
阡,U+9621,3559,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邢,U+90A2,3567,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
乩,U+4E69,3590,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,stroke/component-like label; no conservative radical assignment in this phase.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邬,U+90AC,3621,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
厾,U+53BE,3637,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,右上包,6,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
阱,U+9631,3638,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
阮,U+962E,3639,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
阪,U+962A,3640,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玕,U+7395,3648,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玙,U+7399,3649,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
抔,U+6294,3651,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㧐,U+39D0,3658,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邯,U+90AF,3660,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
芼,U+82BC,3668,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邴,U+90B4,3684,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邳,U+90B3,3685,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邶,U+90B6,3693,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邺,U+90BA,3696,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
旸,U+65F8,3704,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
吽,U+543D,3709,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
牤,U+7264,3727,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邱,U+90B1,3729,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邸,U+90B8,3743,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邹,U+90B9,3749,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
沚,U+6C9A,3772,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
沨,U+6CA8,3777,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
陇,U+9647,3802,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
陀,U+9640,3803,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
陂,U+9642,3804,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
陉,U+9649,3805,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邵,U+90B5,3816,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邰,U+90B0,3820,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玭,U+73AD,3828,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玠,U+73A0,3829,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玥,U+73A5,3831,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玦,U+73A6,3832,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
拤,U+62E4,3838,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
拃,U+62C3,3844,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㧟,U+39DF,3848,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
茓,U+8313,3869,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
杻,U+677B,3883,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
